Column Distinct Values:
Genes:				862
Essential:			3
Class:				23
Complex:			51
Motif:			235
Phenotype:				12
Chromosomes:		17

Column Modes:
Genes:				|G234227|
Essential:			|Essential|
Class:				|Protein Kinases|
Complex:			|Transcription complexes/Transcriptosome|
Motif:			|PS00868|
Phenotype:				|Conditional phenotypes|
Chromosomes:		|4|

Column Distinct Value Counts:
GeneID			Count
-------------------------------------------------
G235801				48
G234581				40
G235077				36
G235177				36
G234103				32
G235802				32
G234610				32
G234206				32
G234756				30
G234392				24
G235574				24
G237038				24
G239673				24
G234270				24
G234754				20
G235780				20
G234368				20
G235131				20
G235426				20
G234222				20
G234277				20
G234735				18
G234936				18
G235769				18
G235785				18
G234839				18
G235819				18
G235469				18
G236954				16
G235407				16
G235628				16
G234652				16
G240400				15
G234123				15
G237463				15
G234854				15
G235606				15
G234642				15
G236506				15
G234860				15
G234290				15
G234416				15
G234973				12
G234169				12
G236194				12
G234107				12
G235004				12
G234128				12
G236161				12
G234763				12
G234371				12
G237760				12
G235054				12
G235729				12
G235080				12
G235542				12
G234549				12
G235172				12
G234554				12
G235158				12
G234572				12
G234516				12
G235380				12
G235143				12
G235336				12
G235924				12
G238069				12
G235134				12
G239196				12
G239188				12
G238191				12
G235625				12
G234640				12
G235664				12
G234878				12
G234677				12
G235844				12
G234074				12
G234684				12
G235285				12
G235273				12
G235214				12
G238891				12
G235439				12
G234954				10
G234101				10
G234106				10
G234715				10
G234764				10
G235781				10
G234393				10
G238786				10
G235706				9
G235309				9
G236399				9
G235301				9
G239536				9
G234361				9
G234185				9
G235733				9
G237495				9
G235312				9
G235820				9
G236081				9
G234604				9
G234259				9
G234240				9
G234659				9
G235866				9
G234497				9
G235653				9
G235632				9
G235297				9
G235687				9
G234415				9
G234418				9
G237134				9
G235207				9
G235453				9
G235250				9
G235243				9
G234737				8
G234732				8
G234716				8
G234700				8
G235025				8
G234909				8
G235766				8
G234779				8
G235042				8
G235725				8
G235519				8
G235546				8
G234983				8
G234786				8
G237617				8
G237021				8
G235157				8
G234553				8
G234562				8
G234522				8
G235906				8
G238564				8
G235372				8
G239321				8
G235136				8
G239178				8
G239877				8
G234858				8
G235408				8
G240301				8
G238014				8
G240303				8
G234654				8
G234229				8
G235876				8
G234293				8
G234865				8
G234868				8
G235655				8
G234065				8
G234882				8
G235213				8
G235204				8
G235463				8
G234167				6
G234932				6
G238136				6
G238935				6
G234122				6
G234124				6
G237743				6
G234769				6
G235788				6
G236111				6
G235772				6
G234594				6
G237982				6
G235075				6
G235724				6
G234197				6
G234381				6
G235539				6
G237936				6
G237213				6
G235566				6
G234563				6
G234505				6
G234509				6
G234525				6
G234535				6
G235366				6
G238061				6
G236895				6
G238033				6
G235107				6
G235123				6
G238715				6
G239316				6
G235340				6
G235348				6
G235145				6
G235142				6
G235130				6
G235827				6
G239393				6
G235817				6
G239392				6
G235803				6
G239653				6
G234811				6
G234804				6
G235899				6
G237865				6
G234234				6
G237857				6
G234644				6
G234084				6
G236913				6
G235854				6
G234894				6
G234070				6
G235830				6
G235832				6
G234687				6
G234448				6
G235697				6
G235693				6
G235287				6
G235277				6
G235278				6
G234402				6
G234400				6
G237142				6
G237594				6
G235496				6
G235495				6
G235471				6
G235474				6
G238498				6
G235271				6
G240017				6
G235448				6
G235242				6
G237333				6
G235239				6
G234943				5
G235011				5
G234529				5
G239672				5
G234831				5
G234248				5
G234286				5
G234271				5
G238677				5
G239777				4
G239789				4
G234964				4
G235302				4
G235303				4
G234109				4
G234725				4
G239544				4
G234914				4
G235012				4
G234918				4
G238102				4
G234908				4
G235765				4
G235763				4
G236607				4
G234341				4
G234344				4
G234347				4
G234762				4
G235759				4
G234767				4
G235750				4
G235044				4
G235500				4
G234746				4
G235529				4
G235528				4
G235726				4
G234191				4
G234194				4
G235717				4
G236336				4
G235510				4
G234589				4
G234993				4
G234980				4
G235530				4
G234787				4
G235735				4
G237228				4
G235558				4
G235170				4
G235159				4
G235563				4
G235184				4
G235572				4
G237630				4
G235578				4
G235173				4
G234575				4
G235796				4
G235793				4
G234513				4
G234517				4
G235998				4
G234330				4
G236496				4
G235359				4
G235357				4
G235905				4
G238567				4
G235371				4
G235310				4
G238990				4
G239476				4
G235922				4
G235137				4
G235135				4
G235133				4
G235821				4
G234830				4
G235419				4
G239882				4
G234823				4
G236084				4
G236045				4
G238392				4
G238190				4
G234849				4
G236991				4
G240337				4
G234636				4
G235629				4
G237879				4
G239804				4
G235616				4
G235619				4
G235603				4
G234656				4
G235885				4
G236730				4
G235874				4
G234296				4
G234285				4
G235853				4
G234665				4
G234666				4
G234276				4
G234895				4
G235649				4
G235648				4
G234064				4
G235838				4
G235634				4
G235835				4
G234465				4
G234446				4
G234445				4
G234452				4
G237845				4
G238695				4
G240048				4
G239223				4
G238643				4
G240043				4
G235229				4
G235228				4
G235222				4
G238857				4
G238234				4
G237391				4
G235477				4
G235264				4
G235457				4
G240012				4
G235447				4
G235240				4
G235247				4
G235248				4
G235438				4
G235231				4
G235235				4
G236167				3
G234967				3
G234960				3
G239975				3
G234959				3
G239266				3
G235307				3
G239950				3
G235300				3
G234178				3
G238916				3
G234733				3
G234100				3
G234102				3
G234108				3
G234934				3
G234722				3
G239010				3
G239008				3
G239294				3
G234915				3
G235014				3
G234910				3
G236152				3
G238928				3
G236154				3
G235027				3
G234359				3
G234772				3
G235034				3
G235756				3
G235043				3
G235776				3
G236116				3
G239733				3
G235723				3
G235516				3
G235515				3
G235514				3
G234586				3
G235716				3
G239098				3
G234994				3
G235741				3
G235163				3
G235561				3
G235564				3
G235568				3
G235161				3
G235185				3
G237243				3
G235586				3
G235580				3
G235181				3
G236456				3
G234300				3
G235398				3
G234317				3
G235995				3
G234323				3
G234538				3
G238527				3
G234334				3
G235358				3
G235350				3
G235101				3
G235390				3
G235381				3
G235930				3
G235129				3
G235349				3
G239488				3
G235138				3
G236068				3
G235828				3
G234829				3
G236280				3
G235425				3
G235403				3
G235404				3
G240323				3
G239640				3
G238149				3
G234812				3
G234603				3
G235627				3
G234635				3
G234630				3
G235615				3
G235892				3
G234093				3
G235862				3
G234495				3
G234862				3
G234275				3
G235640				3
G234890				3
G236206				3
G234692				3
G237892				3
G237896				3
G234263				3
G235636				3
G234076				3
G234681				3
G235833				3
G237120				3
G235690				3
G235294				3
G237803				3
G237524				3
G234429				3
G235677				3
G234430				3
G235274				3
G234437				3
G235688				3
G235680				3
G235683				3
G234406				3
G237833				3
G238415				3
G234205				3
G234202				3
G234212				3
G236589				3
G237824				3
G239428				3
G235225				3
G238448				3
G237577				3
G238621				3
G238235				3
G238238				3
G235475				3
G235479				3
G240030				3
G235467				3
G235266				3
G235252				3
G238895				3
G235241				3
G235245				3
G235436				3
G235435				3
G239438				3
G236363				2
G234975				2
G239986				2
G234141				2
G239247				2
G239782				2
G239048				2
G239976				2
G239063				2
G235701				2
G235703				2
G234170				2
G240410				2
G234953				2
G234955				2
G234949				2
G239770				2
G234946				2
G239952				2
G234177				2
G236121				2
G234933				2
G234935				2
G234926				2
G235006				2
G235005				2
G238282				2
G236147				2
G235019				2
G239017				2
G234126				2
G238295				2
G234906				2
G239523				2
G234702				2
G234907				2
G238117				2
G236869				2
G234131				2
G234139				2
G235762				2
G235035				2
G237732				2
G235758				2
G235754				2
G234768				2
G235502				2
G235508				2
G235052				2
G236626				2
G235059				2
G235782				2
G234360				2
